2022-12-06 21:18:44,10,0.74850075,47
2022-12-06 21:18:54,20,0.747003,37
2022-12-06 21:19:00,30,0.74550675,-533
2022-12-06 21:19:13,40,0.744012,-66
2022-12-06 21:19:21,50,0.74251875,-784
2022-12-06 21:19:29,60,0.741027,-361
2022-12-06 21:19:44,70,0.73953675,-490
2022-12-06 21:19:52,80,0.7380479999999999,-234
2022-12-06 21:20:03,90,0.73656075,-168
2022-12-06 21:20:07,100,0.7350749999999999,-293
2022-12-06 21:22:09,10,0.74850075,-189
2022-12-06 21:22:17,20,0.747003,-1076
2022-12-06 21:22:26,30,0.74550675,-193
2022-12-06 21:22:34,40,0.744012,-554
2022-12-06 21:22:43,50,0.74251875,-360
2022-12-06 21:22:54,60,0.741027,-309
2022-12-06 21:23:00,70,0.73953675,-473
2022-12-06 21:23:08,80,0.7380479999999999,-226
2022-12-06 21:23:19,90,0.73656075,22
2022-12-06 21:23:30,100,0.7350749999999999,-245
2022-12-06 21:23:38,110,0.7335907500000001,67
2022-12-06 21:23:47,120,0.732108,-293
2022-12-06 21:23:55,130,0.73062675,-130
2022-12-06 21:24:03,140,0.729147,-113
2022-12-06 21:24:08,150,0.72766875,88
2022-12-06 21:24:15,160,0.726192,-415
2022-12-06 21:24:24,170,0.72471675,96
2022-12-06 21:24:32,180,0.723243,-211
2022-12-06 21:24:40,190,0.72177075,-311
2022-12-06 21:24:46,200,0.7202999999999999,-123
2022-12-06 21:24:52,210,0.71883075,85
2022-12-06 21:24:57,220,0.717363,96
2022-12-06 21:25:02,230,0.71589675,-348
2022-12-06 21:25:07,240,0.714432,4
2022-12-06 21:25:12,250,0.7129687499999999,92
2022-12-06 21:25:20,260,0.711507,-153
2022-12-06 21:25:27,270,0.71004675,-139
2022-12-06 21:25:34,280,0.708588,-489
2022-12-06 21:25:41,290,0.7071307499999999,-255
2022-12-06 21:25:46,300,0.7056749999999999,-70
2022-12-06 21:25:49,310,0.70422075,81
2022-12-06 21:25:56,320,0.702768,-224
2022-12-06 21:25:59,330,0.7013167499999999,41
2022-12-06 21:26:10,340,0.699867,40
2022-12-06 21:26:13,350,0.69841875,-450
2022-12-06 21:26:18,360,0.6969719999999999,-775
2022-12-06 21:26:20,370,0.69552675,-148
2022-12-06 21:26:29,380,0.694083,-137
2022-12-06 21:26:36,390,0.6926407499999999,-25
2022-12-06 21:26:42,400,0.6912,46
2022-12-06 21:26:48,410,0.68976075,-206
2022-12-06 21:26:55,420,0.6883229999999999,-185
2022-12-06 21:27:01,430,0.68688675,-126
2022-12-06 21:27:05,440,0.685452,29
2022-12-06 21:27:14,450,0.68401875,87
2022-12-06 21:27:20,460,0.6825869999999999,-121
2022-12-06 21:27:24,470,0.68115675,-329
2022-12-06 21:27:26,480,0.6797279999999999,-36
2022-12-06 21:27:32,490,0.6783007499999999,-671
2022-12-06 21:27:39,500,0.676875,46
2022-12-06 21:27:45,510,0.6754507499999999,-36
2022-12-06 21:27:47,520,0.674028,8
2022-12-06 21:27:49,530,0.6726067499999999,97
2022-12-06 21:27:58,540,0.671187,-128
2022-12-06 21:28:00,550,0.66976875,60
2022-12-06 21:28:07,560,0.668352,-391
2022-12-06 21:28:12,570,0.66693675,91
2022-12-06 21:28:13,580,0.665523,100
2022-12-06 21:28:17,590,0.6641107500000001,-246
2022-12-06 21:28:21,600,0.6627,-374
2022-12-06 21:28:23,610,0.66129075,74
2022-12-06 21:28:28,620,0.6598829999999999,0
2022-12-06 21:28:35,630,0.65847675,17
2022-12-06 21:28:39,640,0.6570719999999999,-107
2022-12-06 21:28:43,650,0.6556687500000001,89
2022-12-06 21:28:47,660,0.6542669999999999,-135
2022-12-06 21:28:52,670,0.65286675,-224
2022-12-06 21:28:59,680,0.6514679999999999,54
2022-12-06 21:29:02,690,0.65007075,68
2022-12-06 21:29:04,700,0.6486749999999999,-112
2022-12-06 21:29:09,710,0.6472807500000001,-328
